robot_name,tiramisu
time_ms,left,center,right
3186,438,0,0
3198,438,0,0
3210,438,0,0
3223,438,0,0
3235,438,0,0
3245,438,0,0
3257,438,0,0
3269,0,0,518
3279,0,0,518
3291,0,0,518
3301,0,0,518
3312,0,0,518
3325,0,0,518
3337,0,0,518
3348,0,0,518
3359,0,0,518
3371,0,0,518
3381,0,499,592
3393,0,499,592
3404,0,499,592
3417,0,499,592
3430,0,499,592
3442,0,499,592
3453,0,499,592
3463,0,499,592
3474,504,493,10
3487,504,493,10
3501,504,493,10
3513,504,493,10
3524,504,493,10
3534,504,493,10
3547,504,493,10
3558,504,493,10
3570,530,0,45
3583,530,0,45
3594,530,0,45
3605,530,0,45
3617,530,0,45
3627,530,0,45
3640,530,0,45
3651,0,0,52
3663,0,0,52
3673,0,0,52
3684,0,0,52
3695,0,0,52
3706,0,0,52
3719,0,0,52
3730,0,0,52
3742,0,0,95
3755,0,0,95
3765,0,0,95
3776,0,0,95
3786,0,0,95
3798,0,0,95
3808,0,0,95
3819,0,0,95
3831,0,0,95
3842,0,35,713
3854,0,35,713
3864,0,35,713
3875,0,35,713
3888,0,35,713
3898,0,35,713
3911,0,35,713
3923,0,35,713
3934,0,35,713
3956,0,35,713
3969,110,694,732
3981,110,694,732
3992,110,694,732
4003,110,694,732
4015,110,694,732
4026,110,694,732
4039,110,694,732
4050,701,671,563
4061,701,671,563
4074,701,671,563
4086,701,671,563
4096,701,671,563
4107,701,671,563
4118,701,671,563
4129,701,671,563
4141,644,563,752
4153,644,563,752
4164,644,563,752
4174,644,563,752
4186,644,563,752
4197,644,563,752
4209,644,563,752
4221,644,563,752
4233,290,655,737
4245,290,655,737
4256,290,655,737
4269,290,655,737
4280,290,655,737
4291,290,655,737
4302,290,655,737
4313,685,689,722
4323,685,689,722
4334,685,689,722
4346,685,689,722
4357,685,689,722
4369,685,689,722
4381,685,689,722
4392,685,689,722
4403,716,709,809
4415,716,709,809
4426,716,709,809
4437,716,709,809
4448,716,709,809
4460,716,709,809
4471,716,709,809
4485,716,709,809
4496,716,709,809
4507,716,709,809
4519,727,825,829
4531,727,825,829
4544,727,825,829
4556,727,825,829
4568,727,825,829
4581,727,825,829
4592,727,825,829
4603,727,825,829
4614,744,838,823
4624,744,838,823
4637,744,838,823
4648,744,838,823
4661,744,838,823
4674,744,838,823
4685,744,838,823
4696,744,838,823
4707,826,838,816
4718,826,838,816
4730,826,838,816
4743,826,838,816
4753,826,838,816
4765,826,838,816
4775,826,838,816
4787,826,838,816
4797,826,838,816
4810,826,838,816
4820,826,838,816
4831,815,836,808
4844,815,836,808
4855,815,836,808
4866,815,836,808
4879,815,836,808
4889,813,795,764
4900,813,795,764
4913,813,795,764
4923,813,795,764
4935,813,795,764
4947,813,795,764
4958,813,795,764
4970,813,795,764
4980,795,791,742
4991,795,791,742
