robot_name,doughnut
time_ms,left,center,right
2100,667,582,0
2110,667,582,0
2122,637,0,0
2134,637,0,0
2145,637,0,0
2156,637,0,0
2168,637,0,0
2179,637,0,0
2191,637,0,0
2201,637,0,0
2212,637,0,0
2223,637,0,0
2235,637,0,0
2246,191,0,552
2258,191,0,552
2268,191,0,552
2279,191,0,552
2293,191,0,552
2305,191,0,552
2315,191,0,552
2327,191,0,552
2339,0,543,610
2350,0,543,610
2363,0,543,610
2374,0,543,610
2385,0,543,610
2397,0,543,610
2408,0,543,610
2419,572,574,125
2432,572,574,125
2443,572,574,125
2454,572,574,125
2469,572,574,125
2480,572,574,125
2490,572,574,125
2502,572,574,125
2514,582,486,83
2526,582,486,83
2539,582,486,83
2550,582,486,83
2561,582,486,83
2574,582,486,83
2585,582,486,83
2597,582,486,83
2608,444,4,604
2619,444,4,604
2631,444,4,604
2642,444,4,604
2654,444,4,604
2664,444,4,604
2675,444,4,604
2686,444,4,604
2697,52,593,674
2708,52,593,674
2720,52,593,674
2732,52,593,674
2742,52,593,674
2755,52,593,674
2768,52,593,674
2779,52,593,674
2789,52,593,674
2800,52,593,674
2811,563,664,674
2822,563,664,674
2833,563,664,674
2844,563,664,674
2856,563,664,674
2868,563,664,674
2879,563,664,674
2892,563,664,674
2902,563,664,674
2914,563,664,674
2926,563,664,674
2936,640,642,655
2947,640,642,655
2959,640,642,655
2970,640,642,655
2981,640,642,655
2993,664,694,674
3003,664,694,674
3014,664,694,674
3025,664,694,674
3037,664,694,674
3048,664,694,674
3059,664,694,674
3070,664,694,674
3081,686,710,650
3092,686,710,650
3103,686,710,650
3114,686,710,650
3126,686,710,650
3137,686,710,650
3148,686,710,650
3161,686,710,650
3173,739,675,452
3183,739,675,452
3196,739,675,452
3207,739,675,452
3219,739,675,452
3230,739,675,452
3242,739,675,452
3255,739,675,452
3267,739,675,452
3278,739,675,452
3289,684,437,650
3300,684,437,650
3311,684,437,650
3322,684,437,650
3333,684,437,650
3344,684,437,650
3355,684,437,650
3366,684,437,650
3377,684,437,650
3390,684,437,650
3401,684,437,650
3412,350,680,659
3424,350,680,659
3435,350,680,659
3445,350,680,659
3458,350,680,659
3469,350,680,659
3481,350,680,659
3493,350,680,659
3504,350,680,659
3516,350,680,659
3528,692,658,181
3539,692,658,181
3550,692,658,181
3563,692,658,181
3574,692,658,181
3585,692,658,181
3597,692,658,181
3608,692,658,181
3619,641,159,178
3630,641,159,178
3641,641,159,178
3654,206,144,208
3665,206,144,208
3676,206,144,208
3688,206,144,208
3699,206,144,208
3709,206,144,208
3720,206,144,208
3731,206,144,208
3742,206,245,739
3755,206,245,739
3766,206,245,739
3777,206,245,739
3788,206,245,739
3799,206,245,739
3809,206,245,739
3822,206,245,739
3832,459,716,407
3844,459,716,407
3856,459,716,407
3868,459,716,407
3880,459,716,407
3893,459,716,407
3904,459,716,407
3916,459,716,407
3927,734,505,737
3938,734,505,737
3951,734,505,737
3962,734,505,737
3972,734,505,737
3985,734,505,737
3995,734,505,737
4007,734,505,737
4018,734,505,737
4028,734,505,737
4040,398,740,734
4051,398,740,734
4063,398,740,734
4074,398,740,734
4086,398,740,734
4097,398,740,734
4108,398,740,734
4119,398,740,734
4130,780,719,227
4142,780,719,227
4153,780,719,227
4164,780,719,227
4176,780,719,227
4189,780,719,227
4200,780,719,227
4213,780,719,227
4223,732,272,674
4234,732,272,674
4246,732,272,674
4257,732,272,674
4269,732,272,674
4281,732,272,674
4292,732,272,674
4303,732,272,674
4314,323,581,744
4325,323,581,744
4337,323,581,744
4348,323,581,744
4359,323,581,744
4371,323,581,744
4382,323,581,744
4394,323,581,744
4405,616,737,541
4415,616,737,541
4426,616,737,541
4438,616,737,541
4450,616,737,541
4461,616,737,541
4474,616,737,541
4486,616,737,541
4497,763,675,244
4510,763,675,244
4521,763,675,244
4532,763,675,244
4545,763,675,244
4556,763,675,244
4568,763,675,244
4578,763,675,244
4588,763,675,244
4600,763,675,244
4610,713,316,732
4621,713,316,732
4633,713,316,732
4646,713,316,732
4657,713,316,732
4668,713,316,732
4680,713,316,732
4691,713,316,732
4703,303,692,772
4715,303,692,772
4726,303,692,772
4737,303,692,772
4749,303,692,772
4761,303,692,772
4774,303,692,772
4784,303,692,772
4797,635,748,779
4808,635,748,779
4819,635,748,779
4830,635,748,779
4841,635,748,779
4853,635,748,779
4864,635,748,779
4876,635,748,779
4888,736,785,750
4898,736,785,750
4912,736,785,750
4922,736,785,750
4933,736,785,750
4944,736,785,750
4955,736,785,750
4967,736,785,750
4980,805,776,763
4991,805,776,763
