robot_name,tiramisu
time_ms,left,center,right
354,0,0,0
364,0,0,0
374,0,0,0
385,0,0,0
398,0,0,0
409,0,0,0
420,0,0,0
430,0,0,0
441,0,0,0
452,0,0,0
463,0,0,0
475,0,0,0
485,0,0,0
496,0,0,0
510,0,0,0
521,0,0,0
532,0,0,0
545,0,0,0
558,0,0,0
569,0,0,0
582,0,0,0
595,0,0,0
607,0,0,0
617,0,0,0
628,0,0,0
640,0,0,0
650,0,0,0
661,0,0,0
673,0,0,0
685,0,0,0
697,0,0,0
707,0,0,0
720,0,0,0
731,0,0,0
742,0,0,0
755,0,0,0
766,0,0,0
777,0,0,0
789,0,0,0
801,0,0,0
812,0,0,0
824,0,0,0
835,0,0,0
846,0,0,0
858,0,0,0
869,0,0,0
879,0,0,0
889,0,0,0
901,0,0,0
913,0,0,0
925,0,0,0
937,0,0,0
949,0,0,0
960,0,0,0
971,0,0,0
983,0,0,0
993,0,0,0
1005,0,0,0
1018,0,0,0
1029,0,0,0
1039,0,0,0
1051,0,0,0
1062,0,0,0
1072,1000,0,0
1085,1000,0,0
1095,1000,0,0
1105,1000,0,0
1119,1000,0,0
1130,1000,0,0
1141,1000,0,0
1153,1000,0,0
1164,1000,0,0
1174,1000,0,0
1185,1000,0,0
1196,1000,0,0
1207,1000,0,0
1220,1000,0,0
1231,1000,0,0
1242,1000,0,0
1255,1000,0,0
1266,1000,0,0
1277,1000,0,0
1288,1000,0,0
1299,1000,0,0
1310,1000,0,0
1321,1000,0,0
1333,1000,0,0
1343,1000,0,0
1354,1000,0,0
1364,1000,0,0
1375,1000,0,0
1385,1000,0,0
1398,1000,0,0
1408,1000,0,0
1420,1000,0,0
1432,1000,0,0
1443,1000,0,0
1454,1000,0,0
1465,1000,0,0
1476,1000,0,0
1487,1000,0,0
1500,1000,0,0
1513,1000,0,0
1524,1000,0,0
1537,1000,0,0
1549,1000,0,0
1561,1000,0,0
1571,1000,0,0
1584,1000,0,0
1595,1000,0,0
1606,1000,0,0
1616,1000,0,0
1628,1000,0,0
1639,1000,0,0
1650,1000,0,0
1660,1000,0,0
1671,1000,0,0
1684,1000,0,0
1695,1000,0,0
1706,1000,0,0
1716,1000,0,0
1729,1000,0,0
1739,1000,0,0
1750,1000,0,0
1761,1000,0,0
1774,1000,0,0
1785,1000,0,0
1796,1000,0,0
1807,1000,0,0
1818,1000,0,0
1830,1000,0,0
1841,1000,0,0
1852,1000,0,0
1864,1000,0,0
1876,1000,0,0
1889,1000,0,0
1900,1000,0,0
1912,1000,0,0
1922,1000,0,0
1935,1000,0,0
1946,0,0,0
1958,0,0,0
1969,0,0,0
1981,0,0,0
1993,0,0,0
2005,0,0,0
2016,0,0,0
2029,0,0,0
2040,0,0,0
2051,0,0,0
2065,0,0,0
2077,0,0,0
2088,0,0,0
2100,0,0,0
2111,0,0,0
2122,0,0,0
2135,0,0,0
2146,0,0,0
2156,0,0,0
2167,0,0,0
2178,0,0,0
2189,0,0,0
2201,0,0,0
2211,0,0,0
2223,0,0,0
2235,0,0,0
2246,0,0,0
2258,0,0,0
2269,0,0,0
2280,0,0,0
2291,0,0,0
2304,0,0,0
2315,0,0,0
2327,0,0,0
2339,0,0,0
2351,0,0,0
2361,0,0,0
2371,0,0,0
2382,0,0,0
2392,0,0,0
2405,0,0,0
2417,0,0,0
2429,0,0,125
2439,0,0,125
2450,0,0,125
2463,0,0,125
2474,0,0,125
2485,0,0,125
2496,0,0,125
2508,0,0,125
2518,0,0,135
2531,0,0,135
2541,0,0,135
2552,0,0,135
2564,0,0,135
2575,0,0,135
2586,0,0,135
2598,0,0,135
2609,0,0,0
2620,0,0,0
2633,0,0,0
2645,0,0,0
2656,0,0,0
2667,0,0,0
2678,0,0,0
2690,0,0,0
2701,0,0,0
2711,0,0,0
2722,0,0,0
2733,0,0,0
2745,0,0,0
2755,0,0,0
2767,0,0,0
2778,0,0,0
2788,0,0,0
2799,0,0,0
2810,0,0,0
2821,0,0,0
2834,0,0,0
2844,0,0,0
2854,0,0,0
2867,0,0,0
2877,0,0,0
2888,0,0,0
2901,0,0,0
2911,0,0,0
2923,0,0,0
2935,0,0,0
2947,0,0,0
2959,0,0,0
2970,0,0,0
2981,0,0,0
2991,0,0,0
3003,0,0,0
3014,0,0,0
3026,0,0,0
3037,0,0,0
3049,0,0,0
3059,0,0,0
3070,0,0,0
3081,0,0,0
3093,0,0,0
3104,0,0,0
3116,0,0,0
3129,0,0,0
3142,0,0,0
3153,0,0,0
3163,0,0,0
3173,0,0,0
3185,0,0,0
3198,0,0,0
3209,0,0,0
3221,0,0,0
3231,0,0,0
3242,0,0,0
3255,0,0,0
3266,1000,0,0
3278,1000,0,0
3288,1000,0,0
3301,1000,0,0
3313,1000,0,0
3326,1000,0,0
3336,1000,0,0
3347,1000,0,0
3358,1000,0,0
3369,1000,0,0
3380,1000,0,0
3391,1000,0,0
3402,1000,0,0
3413,1000,0,0
3424,1000,0,0
3434,1000,0,0
3445,1000,0,0
3456,1000,0,0
3467,1000,0,0
3478,0,0,0
3490,0,0,0
3501,0,0,0
3513,0,0,0
3524,0,0,0
3535,0,0,0
3546,0,0,0
3559,0,0,0
3570,0,0,0
3581,0,0,0
3593,0,0,0
3604,0,0,0
3616,0,0,0
3629,0,0,0
3640,0,0,0
3650,1000,0,0
3662,1000,0,0
3672,1000,0,0
3684,1000,0,0
3695,1000,0,0
3707,1000,0,0
3718,1000,0,0
3730,1000,0,0
3741,1000,0,0
3754,1000,0,0
3765,1000,0,0
3776,1000,0,0
3788,1000,0,0
3800,1000,0,0
3810,1000,0,0
3823,1000,0,0
3834,1000,0,0
3844,1000,0,0
3857,1000,0,0
3868,1000,0,0
3879,1000,0,0
3891,1000,0,0
3902,1000,0,0
3913,1000,0,0
3923,1000,0,0
3935,1000,0,0
3946,1000,0,0
3958,1000,0,0
3968,1000,0,0
3981,1000,0,0
3993,1000,0,0
4005,1000,0,0
4015,1000,0,0
4027,1000,0,0
4038,1000,0,0
4051,0,0,0
4062,0,0,0
4072,0,0,0
4085,0,0,0
4096,0,0,0
4106,0,0,0
4119,0,0,0
4130,0,0,0
4141,0,0,0
4152,0,0,0
4163,0,0,0
4173,0,0,0
4184,0,0,0
4195,0,0,0
4206,0,0,0
4219,0,0,0
4231,0,0,0
4242,0,0,0
4253,0,0,0
4264,0,0,0
4277,0,0,0
4289,0,0,0
4300,0,0,0
4311,0,0,0
4322,0,0,0
4334,0,0,0
4345,0,0,0
