robot_name,tiramisu
time_ms,left,center,right
353,147,161,240
364,147,161,240
375,147,161,240
387,147,161,240
397,147,161,240
409,147,161,240
422,147,161,240
433,147,161,240
443,112,134,220
453,112,134,220
467,112,134,220
478,112,134,220
489,112,134,220
501,112,134,220
512,112,134,220
524,112,134,220
535,138,149,247
546,138,149,247
559,138,149,247
571,138,149,247
582,138,149,247
593,138,149,247
604,138,149,247
615,138,149,247
627,165,165,289
638,165,165,289
651,165,165,289
661,165,165,289
673,165,165,289
685,165,165,289
696,165,165,289
708,165,165,289
718,653,569,664
728,653,569,664
740,653,569,664
752,653,569,664
763,653,569,664
774,653,569,664
785,653,569,664
796,653,569,664
807,773,739,781
818,773,739,781
829,773,739,781
841,773,739,781
851,773,739,781
862,773,739,781
875,773,739,781
886,773,739,781
897,731,757,786
910,731,757,786
921,731,757,786
933,731,757,786
944,731,757,786
956,731,757,786
967,731,757,786
980,731,757,786
990,731,757,786
1001,731,757,786
1013,108,251,309
1023,108,251,309
1034,108,251,309
1047,108,251,309
1058,108,251,309
1069,108,251,309
1082,108,251,309
1092,108,251,309
1103,0,0,107
1114,0,0,107
1125,0,0,107
1136,0,0,107
1149,0,0,107
1161,0,0,107
1171,0,0,107
1184,0,0,107
1195,0,0,60
1206,0,0,60
1216,0,0,60
1227,0,0,60
1238,0,0,60
1249,0,0,60
1260,0,0,60
1273,0,0,60
1284,0,0,31
1294,0,0,31
1307,0,0,31
1319,0,0,31
1330,0,0,31
1341,0,0,31
1351,0,0,31
1362,0,0,31
1373,0,0,33
1385,0,0,33
1396,0,0,33
1406,0,0,33
1416,0,0,33
1426,0,0,33
1438,0,0,33
1450,0,0,33
1462,0,0,33
1474,0,0,28
1486,0,0,28
1497,0,0,28
1510,0,0,28
1520,0,0,28
1532,0,0,28
1543,0,0,28
1553,0,0,28
1565,0,0,28
1577,0,0,28
1588,0,0,35
1601,0,0,35
1613,0,0,35
1624,0,0,35
1636,0,0,35
1648,0,0,35
1658,0,0,35
1671,0,0,35
1682,0,0,45
1693,0,0,45
1705,0,0,45
1716,0,0,45
1727,0,0,45
1738,0,0,45
1751,0,0,45
1763,0,0,45
1774,712,676,663
1785,712,676,663
1797,712,676,663
1808,712,676,663
1818,712,676,663
1829,712,676,663
1841,712,676,663
1852,712,676,663
1863,57,201,264
1875,57,201,264
1886,57,201,264
1896,57,201,264
1909,57,201,264
1919,57,201,264
1930,57,201,264
1942,57,201,264
1953,0,0,69
