robot_name,doughnut
time_ms,left,center,right
363,301,206,211
375,301,206,211
387,301,206,211
398,301,206,211
408,301,206,211
421,301,206,211
431,301,206,211
443,301,206,211
454,260,157,160
464,260,157,160
477,260,157,160
488,260,157,160
498,260,157,160
510,260,157,160
521,260,157,160
535,260,157,160
545,264,166,162
555,264,166,162
565,264,166,162
575,264,166,162
587,264,166,162
598,264,166,162
609,264,166,162
619,264,166,162
630,264,166,162
640,282,185,183
653,282,185,183
664,282,185,183
675,282,185,183
687,282,185,183
698,282,185,183
709,282,185,183
721,282,185,183
732,307,214,208
743,307,214,208
756,307,214,208
768,307,214,208
779,307,214,208
791,307,214,208
802,307,214,208
813,307,214,208
826,309,226,215
838,309,226,215
848,309,226,215
861,309,226,215
873,309,226,215
884,309,226,215
894,309,226,215
905,344,259,236
915,344,259,236
925,344,259,236
937,344,259,236
948,344,259,236
958,344,259,236
969,344,259,236
979,344,259,236
991,344,259,236
1003,344,259,236
1014,344,259,236
1024,799,770,767
1036,799,770,767
1047,799,770,767
1057,799,770,767
1070,799,770,767
1080,799,770,767
1090,799,770,767
1100,799,770,767
1111,799,770,767
1121,818,818,791
1132,818,818,791
1145,818,818,791
1155,818,818,791
1166,818,818,791
1179,818,818,791
1190,818,818,791
1201,818,818,791
1211,310,292,263
1222,310,292,263
1233,310,292,263
1244,310,292,263
1255,310,292,263
1266,310,292,263
1278,310,292,263
1289,310,292,263
1300,215,137,111
1312,215,137,111
1322,215,137,111
1334,215,137,111
1344,215,137,111
1354,215,137,111
1365,215,137,111
1377,215,137,111
1389,169,92,85
1400,169,92,85
1411,169,92,85
1421,169,92,85
1433,169,92,85
1445,169,92,85
1456,169,92,85
1467,169,92,85
1479,158,74,47
1491,158,74,47
1503,158,74,47
1516,158,74,47
1527,158,74,47
1538,158,74,47
1549,158,74,47
1559,158,74,47
1571,158,74,47
1584,158,74,47
1594,173,62,45
1604,173,62,45
1615,173,62,45
1625,173,62,45
1636,173,62,45
1647,173,62,45
1657,173,62,45
1668,173,62,45
1679,173,62,45
1689,166,78,83
1700,166,78,83
1713,166,78,83
1725,166,78,83
1736,166,78,83
1747,166,78,83
1759,166,78,83
1769,166,78,83
1780,175,83,87
1791,175,83,87
1804,175,83,87
1815,175,83,87
1827,175,83,87
1839,175,83,87
1850,175,83,87
1862,175,83,87
1873,175,83,87
1883,175,83,87
1895,175,83,87
1907,175,83,87
1918,175,83,87
1928,175,83,87
1940,665,546,459
1950,665,546,459
1961,350,374,391
1972,350,374,391
1982,350,374,391
1993,350,374,391
2005,350,374,391
2015,350,374,391
2027,350,374,391
2037,350,374,391
2047,350,374,391
2059,350,374,391
2072,350,374,391
2082,350,374,391
2093,350,374,391
2106,350,374,391
2117,350,374,391
2128,350,374,391
2139,153,55,31
2151,153,55,31
2163,181,58,19
2175,181,58,19
2186,181,58,19
2197,181,58,19
2208,181,58,19
2218,181,58,19
2229,181,58,19
2242,181,58,19
2252,181,58,19
2265,181,58,19
2278,181,58,19
2289,185,107,82
2300,185,107,82
2312,185,107,82
2325,185,107,82
2336,185,107,82
2346,106,22,24
2359,106,22,24
2370,106,22,24
2381,106,22,24
2394,106,22,24
2406,106,22,24
2417,106,22,24
2429,106,22,24
2440,132,51,64
2451,132,51,64
2461,132,51,64
2472,132,51,64
2483,132,51,64
2494,132,51,64
2505,132,51,64
2517,132,51,64
2529,682,644,683
2539,682,644,683
2550,682,644,683
2563,682,644,683
2574,682,644,683
2585,682,644,683
2597,682,644,683
2607,682,644,683
2619,126,33,1
2630,126,33,1
2640,126,33,1
2652,126,33,1
2665,126,33,1
2675,126,33,1
2687,126,33,1
2698,126,33,1
2709,126,33,1
2721,126,33,1
2732,145,42,0
2743,145,42,0
2754,145,42,0
2766,145,42,0
2778,145,42,0
2788,145,42,0
2801,145,42,0
2812,145,42,0
2822,145,42,0
2834,148,56,0
2846,148,56,0
2857,148,56,0
2869,148,56,0
2879,148,56,0
2891,148,56,0
2903,148,56,0
2913,139,39,0
2924,139,39,0
2937,139,39,0
2949,139,39,0
2960,139,39,0
2972,139,39,0
2983,139,39,0
2994,139,39,0
3005,121,9,0
3016,121,9,0
3027,121,9,0
3037,121,9,0
3050,121,9,0
3061,121,9,0
3071,121,9,0
3083,121,9,0
3094,130,45,22
3104,130,45,22
3117,130,45,22
3129,130,45,22
3140,130,45,22
3152,130,45,22
3164,130,45,22
3175,130,45,22
3186,130,45,22
3196,130,45,22
3207,130,45,22
3218,158,74,59
3229,158,74,59
3241,158,74,59
3252,158,74,59
3263,158,74,59
3273,196,96,83
3284,196,96,83
3297,196,96,83
3308,196,96,83
3320,196,96,83
3333,196,96,83
3344,196,96,83
3356,196,96,83
3368,196,96,83
3380,196,96,83
3393,210,127,113
3404,210,127,113
3417,210,127,113
3430,210,127,113
3441,210,127,113
3452,210,127,113
3465,210,127,113
3477,210,127,113
3488,243,154,138
3499,243,154,138
3510,243,154,138
3520,243,154,138
3531,243,154,138
3541,243,154,138
3551,243,154,138
3562,243,154,138
3573,248,168,141
3584,248,168,141
3596,248,168,141
3608,248,168,141
3619,248,168,141
3632,248,168,141
3644,248,168,141
3657,248,168,141
3668,258,173,148
3679,258,173,148
3692,258,173,148
3702,258,173,148
3713,258,173,148
3725,258,173,148
3736,258,173,148
3746,258,173,148
3759,258,173,148
3769,258,173,148
3781,258,173,148
3792,258,173,148
3804,258,173,148
3815,258,173,148
3828,258,173,148
3840,258,173,148
3851,258,173,148
3862,258,173,148
3873,258,173,148
3885,258,173,148
3897,258,173,148
3907,341,258,220
3919,341,258,220
3930,341,258,220
3941,341,258,220
3952,341,258,220
3963,341,258,220
3975,341,258,220
3987,341,258,220
3997,341,258,220
4009,341,258,220
4021,341,258,220
4033,341,258,220
4045,341,258,220
4057,264,181,152
4067,264,181,152
4078,264,181,152
4089,263,179,150
4101,263,179,150
4113,263,179,150
4126,263,179,150
4139,263,179,150
4149,263,179,150
4160,263,179,150
4171,263,179,150
4183,265,184,153
4193,265,184,153
4205,265,184,153
4218,265,184,153
4229,265,184,153
4240,265,184,153
4252,265,184,153
4263,265,182,153
4274,265,182,153
4287,265,182,153
4298,265,182,153
4311,265,182,153
4323,265,182,153
4334,265,182,153
4346,265,182,153
4357,260,181,153
4369,260,181,153
4382,260,181,153
4393,260,181,153
4404,260,181,153
4416,260,181,153
4427,260,181,153
4438,260,181,153
4450,260,181,153
4462,260,181,153
4475,260,181,153
4487,260,181,153
4499,260,181,153
4511,260,179,150
4523,260,179,150
4535,260,179,150
4546,260,179,150
4556,260,179,150
4569,260,179,150
4579,260,179,150
4590,260,179,150
4602,260,179,148
4613,260,179,148
4623,260,179,148
4635,260,179,148
4646,260,179,148
4657,260,179,148
4667,260,179,148
4678,260,179,148
4688,260,184,159
4699,260,184,159
4710,260,184,159
4720,260,184,159
4731,260,184,159
4743,260,184,159
4753,263,184,157
4764,263,184,157
4777,263,184,157
4789,263,184,157
4799,263,184,157
4812,263,184,157
4822,263,184,157
4833,263,184,157
4843,258,181,155
4854,258,181,155
4866,258,181,155
4879,258,181,155
4890,258,181,155
4902,258,181,155
4915,258,181,155
4925,261,184,155
4937,261,184,155
4950,261,184,155
4961,261,184,155
4973,261,184,155
4986,261,184,155
