robot_name,cheesecake
time_ms,left,center,right
4440,55,70,74
4452,55,70,74
4464,55,70,74
4476,55,70,74
4487,55,70,74
4498,55,78,74
4510,55,78,74
4522,55,78,74
4534,55,78,74
4545,55,78,74
4557,55,78,74
4568,55,78,74
4579,37,76,74
4591,37,76,74
4601,37,76,74
4616,37,76,74
4626,37,76,74
4636,37,76,74
4646,37,76,74
4656,37,76,74
4666,37,76,74
4677,55,82,92
4695,55,82,92
4706,55,82,92
4716,55,82,92
4728,55,82,92
4739,55,82,92
4750,55,82,92
4761,37,82,37
4772,37,82,37
4782,37,82,37
4793,37,82,37
4808,37,82,37
4819,37,82,37
4832,37,82,37
4842,37,82,37
4853,37,82,37
4865,37,82,37
4876,37,82,37
4888,37,80,37
4900,37,80,37
4911,37,80,37
4922,37,80,37
4935,37,80,37
4946,37,80,55
4956,37,80,55
4968,37,80,55
4978,37,80,55
4990,37,80,55
