robot_name,brownie
time_ms,left,center,right
2,0,40,141
14,0,40,141
26,0,40,141
38,0,40,141
48,0,40,141
61,0,40,141
72,0,40,141
82,0,40,141
102,0,40,141
134,0,40,141
145,0,40,141
157,0,40,141
169,0,40,141
181,0,40,141
193,0,40,141
204,0,40,141
215,0,40,141
227,0,40,141
238,222,281,331
250,222,281,331
261,222,281,331
271,222,281,331
282,222,281,331
294,222,281,331
305,222,281,331
315,222,281,331
326,222,281,331
338,222,281,331
348,222,281,331
359,14,88,182
371,14,88,182
381,14,88,182
394,14,88,182
407,14,88,182
419,14,88,182
431,14,88,182
442,14,88,182
454,0,49,154
464,0,49,154
475,0,49,154
486,0,49,154
497,0,49,154
509,0,49,154
519,0,49,154
530,0,49,154
542,0,53,155
553,0,53,155
563,0,53,155
576,0,53,155
589,0,53,155
600,0,53,155
612,0,53,155
625,0,53,155
636,2,76,168
647,2,76,168
659,2,76,168
671,2,76,168
681,2,76,168
692,2,76,168
703,2,76,168
714,2,76,168
725,4,74,163
736,4,74,163
748,4,74,163
759,4,74,163
772,4,74,163
783,4,74,163
795,4,74,163
806,31,103,197
817,31,103,197
828,31,103,197
840,31,103,197
853,31,103,197
864,31,103,197
874,31,103,197
884,31,103,197
894,31,103,197
911,31,103,197
921,31,103,197
932,44,107,202
945,44,107,202
958,44,107,202
970,44,107,202
982,44,107,202
993,44,107,202
1005,44,107,202
1016,63,128,225
1026,63,128,225
1036,63,128,225
1049,63,128,225
1060,63,128,225
1071,63,128,225
1083,63,128,225
1095,63,128,225
1106,288,438,568
1116,288,438,568
1126,288,438,568
1139,288,438,568
1151,288,438,568
1162,288,438,568
1175,288,438,568
1187,288,438,568
1199,749,758,754
1211,749,758,754
1222,749,758,754
1233,749,758,754
1245,749,758,754
1257,749,758,754
1268,749,758,754
1280,749,758,754
1291,358,287,318
1303,358,287,318
1315,358,287,318
1326,358,287,318
1337,358,287,318
1350,358,287,318
1360,358,287,318
1372,358,287,318
1384,0,0,78
1398,0,0,78
1409,0,0,78
1419,0,0,78
1430,0,0,78
1442,0,0,78
1452,0,0,78
1463,0,0,78
1474,0,0,0
1485,0,0,0
1497,0,0,0
1509,0,0,0
1519,0,0,0
1531,0,0,0
1542,0,0,0
1553,0,0,0
1565,0,0,0
1576,0,0,0
1586,0,0,0
1598,0,0,0
1609,0,0,0
1621,0,0,0
1632,0,0,0
1644,0,0,0
1656,0,0,0
1669,0,0,0
1681,0,0,0
1692,0,0,0
1705,0,0,0
1715,0,0,0
1725,0,0,0
1738,0,0,0
1748,0,0,0
1759,0,0,0
1770,0,0,0
1780,0,0,0
1791,0,0,0
1803,0,0,0
1814,0,0,0
1826,0,0,0
1837,0,0,0
1847,0,0,0
1858,0,0,0
1869,0,0,0
1881,0,0,0
1891,0,0,0
1902,0,0,0
1914,0,0,0
1925,0,0,0
1935,0,0,0
1946,685,687,691
1957,685,687,691
1969,685,687,691
1980,685,687,691
1992,685,687,691
2002,685,687,691
2012,685,687,691
2024,685,687,691
2036,0,0,0
2046,0,0,0
2058,0,0,0
2071,0,0,0
2082,0,0,0
2094,0,0,0
2107,0,0,0
2118,0,0,0
2130,0,0,0
2143,0,0,0
2155,0,0,0
2166,0,0,0
2178,0,0,0
2189,0,0,0
2200,0,0,0
2210,0,0,0
2222,0,0,0
2234,0,0,0
2244,0,0,0
2255,0,0,0
2267,0,0,0
2279,0,0,46
2291,0,0,46
2303,0,0,46
2313,0,0,46
2324,0,0,46
2335,0,0,39
2346,0,0,39
2356,0,0,39
2369,0,0,39
2380,0,0,39
2390,0,0,39
2402,0,0,39
2413,0,0,39
2426,0,0,21
2436,0,0,21
2446,0,0,21
2459,0,0,21
2469,0,0,21
2481,0,0,21
2491,0,0,21
2504,0,0,21
2516,0,0,21
2526,0,0,73
2536,0,0,73
2546,0,0,73
2556,0,0,73
2572,0,0,73
2583,0,0,73
2594,0,0,73
2605,0,0,73
2617,0,0,73
2627,0,0,73
2637,0,0,73
2648,0,0,73
2660,0,0,73
2672,0,0,73
2684,0,0,73
2696,647,666,673
2707,647,666,673
2718,647,666,673
2730,0,0,25
2741,0,0,25
2752,0,0,25
2763,0,0,25
2773,0,0,25
2785,0,0,25
2796,0,0,25
2807,0,0,25
2818,0,0,89
2829,0,0,89
2840,0,0,89
2851,0,0,89
2864,0,0,89
2875,0,0,89
2889,0,0,89
2901,0,0,89
2913,0,0,89
2925,0,0,89
2937,0,0,89
2948,0,0,89
2961,0,0,89
2971,0,0,105
2983,0,0,105
2995,0,0,100
3006,0,0,100
3017,0,0,100
3029,0,0,100
3040,0,0,100
3051,0,0,100
3062,0,0,100
3073,0,0,100
3084,0,0,100
3095,0,0,82
3106,0,0,82
3117,0,0,82
3128,0,0,82
3139,0,0,82
3149,0,0,82
3162,0,0,82
3173,0,0,82
3183,0,0,82
3193,0,0,82
3203,0,0,82
3216,0,0,34
3228,0,0,34
3239,0,0,34
3251,0,0,34
3261,0,0,34
3272,0,0,35
3284,0,0,35
3295,0,0,35
3307,0,0,35
3319,0,0,35
3332,0,0,35
3343,0,0,35
3356,0,0,35
3366,0,0,35
3377,0,0,35
3390,0,0,35
3401,0,0,35
3412,0,0,35
3423,0,0,28
